group,gid
6,171330
6,151809
6,8545
6,8575
6,186989
6,7805
6,183976
6,1009
6,170215
6,7990
6,171083
6,170226
6,158390
6,8256
6,10085
6,7706
6,186773
6,6003
6,169739
6,169287
6,9844
6,150877
6,160045
6,151813
6,8959
6,151796
6,171542
6,6484
6,163843
6,159232
6,9254
6,6560
6,9188
6,159233
6,170231
6,9737
6,149200
6,9888
6,169735
6,171568
6,7794
6,8554
6,7689
6,6488
6,9799
6,9995
6,170221
6,9579
6,9841
6,157321
6,168951
6,9637
6,9253
6,9599
6,168949
6,171951
6,9996
6,8751
6,7943
6,9776
6,6136
6,9625
6,6937
6,8952
6,11073
6,9842
6,9014
6,168413
6,8855
6,9798
6,8610
6,149204
6,9628
6,9738
6,150382
6,8048
6,149468
6,6141
6,151345
6,10003
6,170228
6,8568
6,9781
6,8570
6,9999
6,168722
6,171085
6,8449
6,8752
6,9836
6,9831
6,151351
6,9574
6,8254
6,9578
6,171553
6,7947
6,8962
6,168737
6,151531
6,170801
6,171547
6,170222
6,8869
6,187025
6,8558
6,8576
6,7714
6,11080
6,148686
6,10123
6,164075
6,169738
6,7166
6,171545
6,8559
6,9591
6,8204
6,156802
6,6556
6,7842
6,9783
6,184841
6,168922
6,7986
6,149475
6,9779
6,169989
6,9998
6,187003
6,151119
6,160544
6,171347
6,7982
6,156474
6,9782
6,7988
6,6945
6,168950
6,10094
6,184843
6,184424
6,184411
6,9594
6,164077
6,8849
6,171549
6,7985
6,171334
6,7855
6,8307
6,149474
6,184840
6,5989
6,168980
6,158944
6,6143
6,8900
6,8903
6,157512
6,6135
6,9190
6,8553
6,8306
6,171331
6,184842
6,183971
6,9826
6,151117
6,7712
6,8042
6,9019
6,9082
6,9576
6,8896
6,168948
6,11074
6,8036
6,168941
6,160084
6,7980
6,8616
6,6144
6,7845
6,163077
6,6004
6,171543
6,8960
6,171569
6,7867
6,9832
6,8873
6,168718
6,8555
6,9634
6,9939
6,151347
6,163037
6,151118
6,9624
6,6898
6,162524
6,6007
6,8852
6,6137
6,151811
6,6946
6,184419
6,6938
6,7979
6,162523
6,171106
6,9250
6,10096
6,9119
6,162530
6,8615
6,6555
6,7804
6,9632
6,170230
6,8551
6,8202
6,7843
6,169992
6,9584
6,148734
6,8080
6,170675
6,8958
6,9630
6,5990
6,171594
6,160043
6,151535
6,6487
6,6112
6,9997
6,8208
6,8113
6,9186
6,9825
6,7944
6,8847
6,156150
6,6134
6,10004
6,9636
6,1004
6,7840
6,187005
6,6138
6,9580
6,7679
6,168979
6,160044
6,185577
6,8258
6,158157
6,3390
6,9189
6,171339
6,187032
6,9212
6,171367
6,150880
6,184426
6,171080
6,8550
6,9582
6,7737
6,9629
6,171329
6,7580
6,6942
6,159235
6,6944
6,7853
6,151812
6,8901
6,149882
6,8898
6,148718
6,8569
6,169194
6,5984
6,170427
6,6551
6,7851
6,8207
6,9807
6,171552
6,149202
6,7574
6,7978
6,9806
6,171950
6,5988
6,9994
6,7797
6,163038
6,160047
6,6490
6,9191
6,8653
6,184427
6,6002
6,9008
6,7739
6,158668
6,169257
6,170216
6,6005
6,9777
6,171084
6,151537
6,8548
6,9218
6,151344
6,171551
6,9183
6,157577
6,151120
6,10095
6,9248
6,170218
6,9740
6,8045
6,187031
6,7710
6,9577
6,163036
6,149707
6,158946
6,8557
6,161824
6,7946
6,9214
6,148717
6,171567
6,149469
6,157375
6,8209
6,150203
6,171346
6,151346
6,163844
6,168724
6,169736
6,171544
6,171102
6,6896
6,9252
6,8074
6,7713
6,162555
6,9573
6,169737
6,6553
6,169255
6,2519
6,9256
6,150383
6,156706
6,6940
6,148715
6,6492
6,171298
6,151121
6,149201
6,151539
6,160046
6,10091
6,171344
6,7709
6,7740
6,150644
6,9808
6,150204
6,184410
6,148467
6,7948
6,7708
6,9581
6,9255
6,9944
6,7952
6,9588
6,978
6,148276
6,7588
6,7949
6,157372
6,8046
6,160299
6,9741
6,187006
6,171999
6,183970
6,9533
6,156999
6,8105
6,158382
6,183972
6,9940
6,149476
6,9213
6,9837
6,170804
6,10520
6,3768
6,149883
6,170229
6,9735
6,10088
6,6936
6,6550
6,170224
6,10513
6,7796
6,10087
6,151532
6,6557
6,9077
6,8037
6,9800
6,168719
6,7711
6,7082
6,10089
6,8608
6,9809
6,9739
6,159231
6,8114
6,7445
6,171297
6,10000
6,170665
6,151350
6,157267
6,8044
6,168946
6,3269
6,11076
6,149886
6,7578
6,7163
6,150889
6,151810
6,9184
6,150140
6,8704
6,9840
6,172000
6,7844
6,8961
6,6558
6,170668
6,169740
6,11081
6,8211
6,7161
6,9053
6,187030
6,149206
6,158108
6,168947
6,9598
6,151530
6,158158
6,9081
6,8707
6,9833
6,158673
6,9805
6,158117
6,6494
6,6894
6,8200
6,7707
6,151533
6,170274
6,6146
6,8651
6,8899
6,171565
6,171947
6,171548
6,7577
6,157579
6,6561
6,8967
6,9631
6,171837
6,9633
6,159716
6,8872
6,7688
6,8257
6,8954
6,171343
6,159505
6,2801
6,162553
6,169994
6,8572
6,171593
6,8101
6,11077
6,184423
6,8652
6,7984
6,8073
6,10523
6,6111
6,183975
6,7591
6,170674
6,6685
6,8613
6,9073
6,185780
6,150890
6,168943
6,8038
6,171104
6,170223
6,170802
6,148684
6,8556
6,10030
6,8047
6,9834
6,185823
6,156409
6,163845
6,5985
6,171081
6,9596
6,161819
6,168944
6,8040
6,9246
6,9802
6,171595
6,7738
6,187002
6,7647
6,6559
6,11071
6,8611
6,11075
6,9080
6,159797
6,9962
6,149205
6,170478
6,169990
6,150884
6,6895
6,171998
6,8573
6,9258
6,6941
6,8107
6,7162
6,148970
6,170220
6,9013
6,170669
6,10086
6,171835
6,169474
6,6491
6,170737
6,149472
6,8199
6,10022
6,9528
6,7695
6,8957
6,9011
6,158672
6,171838
6,7692
6,10521
6,162537
6,9016
6,9677
6,7832
6,8787
6,169734
6,9829
6,6008
6,8043
6,169991
6,148273
6,148274
6,148271
6,148272
6,148466
6,148685
6,148688
6,148689
6,148705
6,148704
6,148707
6,148703
6,148708
6,148716
6,148735
6,148937
6,148939
6,148938
6,148941
6,148972
6,148971
6,149207
6,149407
6,149408
6,149406
6,149409
6,149467
6,149477
6,149661
6,149662
6,149658
6,149706
6,149708
6,149884
6,149942
6,149944
6,149943
6,150139
6,150142
6,150141
6,150155
6,150201
6,150202
6,150378
6,150385
6,150414
6,150415
6,150610
6,150611
6,150608
6,150613
6,150612
6,150635
6,150643
6,150858
6,150859
6,150879
6,150888
6,150881
6,150897
6,150895
6,150894
6,150896
6,151081
6,151082
6,151321
6,151536
6,151795
6,151794
6,151837
6,155899
6,155862
6,155863
6,155909
6,155943
6,156153
6,156152
6,156203
6,163079
6,156410
6,156411
6,156412
6,156477
6,156476
6,156475
6,156495
6,163289
6,156663
6,156705
6,156707
6,156738
6,156737
6,156735
6,156736
6,156739
6,156760
6,163290
6,157008
6,157009
6,157000
6,157010
6,157040
6,157062
6,157061
6,157063
6,157273
6,157274
6,157272
6,157271
6,157270
6,157268
6,157269
6,157303
6,157302
6,157300
6,157301
6,157373
6,157374
6,157515
6,157516
6,157513
6,157514
6,157562
6,157578
6,157580
6,157595
6,157596
6,157630
6,157804
6,157805
6,157823
6,157821
6,157822
6,157840
6,157839
6,157841
6,157848
6,157851
6,157852
6,158056
6,158057
6,158107
6,158110
6,158105
6,158106
6,158111
6,158109
6,158112
6,158159
6,158160
6,158400
6,158354
6,158360
6,158361
6,158399
6,158384
6,158383
6,158402
6,158902
6,158945
6,158942
6,158941
6,159158
6,159156
6,159157
6,159230
6,159238
6,159240
6,159482
6,159484
6,159485
6,159486
6,159481
6,159501
6,159502
6,159506
6,159545
6,159717
6,159715
6,159714
6,159718
6,159729
6,159732
6,159730
6,159795
6,159796
6,159798
6,159812
6,159815
6,159811
6,159814
6,159813
6,160009
6,160005
6,160008
6,160010
6,160006
6,160007
6,160081
6,160082
6,160546
6,160549
6,161040
6,161043
6,161042
6,161041
6,161056
6,161349
6,161348
6,161825
6,161820
6,161826
6,161818
6,162529
6,162551
6,163035
6,163066
6,163065
6,163078
6,163287
6,163286
6,163288
6,164079
6,164076
6,164081
6,168412
6,168518
6,168516
6,168642
6,168641
6,168640
6,168720
6,168736
6,168738
6,168739
6,168921
6,168942
6,168924
6,168925
6,168978
6,168976
6,168977
6,169017
6,169018
6,169210
6,169256
6,169254
6,169288
6,169286
6,169415
6,169413
6,169411
6,169416
6,169410
6,169412
6,169414
6,169423
6,169421
6,169422
6,169477
6,169476
6,169475
6,169494
6,169493
6,169497
6,169510
6,169509
6,169516
6,169517
6,169692
6,169694
6,169693
6,169702
6,169699
6,169700
6,169701
6,169732
6,169741
6,169932
6,169933
6,169931
6,169934
6,169995
6,170130
6,170129
6,170127
6,170128
6,170179
6,170233
6,170240
6,170235
6,170234
6,170273
6,170481
6,170479
6,170460
6,170480
6,170482
6,170483
6,170477
6,170641
6,170645
6,170644
6,170642
6,170643
6,170667
6,170672
6,170670
6,170676
6,170734
6,170800
6,170805
6,170803
6,170951
6,170950
6,170952
6,171108
6,171105
6,171138
6,171142
6,171140
6,171139
6,171141
6,171323
6,171348
6,171342
6,171345
6,171368
6,171751
6,171750
6,171800
6,171801
6,171799
6,171802
6,171836
6,171839
6,171949
6,171946
6,171948
6,171952
6,171953
6,171996
6,171995
6,171997
6,172078
6,172071
6,172074
6,172076
6,172077
6,172075
6,183973
6,183977
6,184220
6,184221
6,184204
6,184219
6,184222
6,184384
6,184409
6,184407
6,184425
6,184408
6,184412
6,184413
6,184417
6,184420
6,184623
6,184625
6,185779
6,185819
6,185818
6,185822
6,185821
6,186775
6,186774
6,186778
6,186776
6,186777
6,187020
6,187019
6,187024
6,187027
6,187028
6,187215
6,187216
6,187217
6,187218
6,187232
6,187251
6,187250
6,187252
6,187249
6,187253
6,218707
6,177830
2,62
2,328
2,315
2,329
2,655
2,661
2,660
2,739
2,885
2,1209
2,1595
2,1659
2,1657
2,1808
2,1819
2,3368
2,2162
2,2291
2,2314
2,2600
2,2597
2,2847
2,2915
2,3102
2,3324
2,3323
2,3326
2,3366
2,3426
2,3762
2,3787
2,3786
2,4036
2,4215
2,4291
2,4325
2,4468
2,4483
2,4484
2,5071
2,5118
2,5119
2,5113
2,5156
2,5157
2,5424
2,5844
2,6805
2,6806
2,22016
2,24470
2,24469
2,24474
2,24482
2,24485
2,24484
2,25217
2,25223
2,25218
2,25215
2,25221
2,25346
2,26020
2,26023
2,26654
2,26655
2,26718
2,26719
2,26977
2,27028
2,27018
2,27019
2,27029
2,27017
2,27022
2,27032
2,27050
2,27039
2,27041
2,27042
2,27053
2,27061
2,27056
2,27102
2,27122
2,27123
2,27139
2,27136
2,27138
2,27137
2,27140
2,27247
2,27246
2,27248
2,27249
2,27245
2,27250
2,27307
2,27310
2,27309
2,27308
2,27378
2,27376
2,27379
2,27377
2,27381
2,27380
2,27394
2,27395
2,27478
2,27476
2,27473
2,27474
2,27486
2,27484
2,27485
2,27562
2,27554
2,27565
2,27563
2,27552
2,27570
2,27566
2,27571
2,27572
2,27568
2,27569
2,27567
2,27638
2,27637
2,27640
2,27639
2,27641
2,27653
2,27724
2,27815
2,28054
2,28055
2,28053
2,28058
2,28056
2,28057
2,28190
2,28191
2,28189
2,28188
2,28192
2,28193
2,28198
2,28961
2,28964
2,29032
2,29031
2,29030
2,29094
2,29160
2,29162
2,29161
2,29164
2,29159
2,29158
2,29163
2,29165
2,29168
2,29167
2,29166
2,29169
2,29232
2,29297
2,29292
2,29291
2,29301
2,29299
2,29300
2,29303
2,29756
2,29755
2,29817
2,29815
2,29816
2,29814
2,29820
2,29819
2,29818
2,29821
2,29824
2,29889
2,29890
2,29951
2,29952
2,29950
2,29957
2,29960
2,29956
2,29954
2,29959
2,30026
2,30025
2,30092
2,30094
2,30091
2,30093
2,30098
2,30097
2,30099
2,34550
2,34553
2,34554
2,34552
2,34551
2,34572
2,34560
2,34578
2,34576
2,34663
2,34662
2,34660
2,34665
2,34661
2,34664
2,34712
2,34722
2,35371
2,35372
2,35367
2,35366
2,35521
2,35522
2,35520
2,35584
2,35642
2,35641
2,35640
2,35643
2,35671
2,35684
2,35685
2,35683
2,35704
2,35703
2,35702
2,35718
2,35711
2,35709
2,35719
2,35777
2,35795
2,35793
2,35794
2,35792
2,35791
2,35814
2,36119
2,36121
2,36167
2,36164
2,36166
2,36187
2,36185
2,36181
2,36244
2,36184
2,36183
2,36186
2,36180
2,36206
2,36208
2,36309
2,36305
2,36387
2,36392
2,36391
2,36384
2,36390
2,36604
2,36601
2,36602
2,36603
2,36618
2,36772
2,36843
2,36842
2,36839
2,37210
2,37218
2,37252
2,37249
2,37302
2,37292
2,37300
2,37305
2,37303
2,37301
2,37306
2,37304
2,37352
2,37366
2,37389
2,37383
2,37381
2,37386
2,37387
2,37384
2,37432
2,37433
2,37435
2,37434
2,37440
2,37437
2,37436
2,37439
2,37438
2,37525
2,37524
2,37533
2,37535
2,37536
2,37699
2,37791
2,39219
2,39218
2,39224
2,39222
2,39221
2,39220
2,39456
2,39443
2,39499
2,39505
2,39498
2,39506
2,39517
2,39693
2,39691
2,39692
2,39694
2,39695
2,148737
2,148978
2,149357
2,149459
2,149818
2,150089
2,150350
2,150549
2,151064
2,151554
2,151765
2,151800
2,151959
2,156755
2,157291
2,157290
2,157429
2,157598
2,158052
2,158145
2,158517
2,158606
2,158607
2,158734
2,158892
2,158893
2,160305
2,160296
2,160347
2,160572
2,160609
2,160621
2,160675
2,160676
2,160671
2,160812
2,160921
2,160922
2,161109
2,161110
2,161198
2,161289
2,161308
2,161307
2,161631
2,161656
2,161679
2,161680
2,161760
2,161898
2,162046
2,162045
2,162049
2,162047
2,162057
2,162348
2,162347
2,162528
2,162641
2,162832
2,163113
2,163146
2,163152
2,163260
2,163261
2,163381
2,163947
2,163949
2,174756
2,164167
2,164173
2,164168
2,164183
2,164353
2,164370
2,164896
2,164907
2,164908
2,165010
2,165011
2,165402
2,166104
2,166386
2,166556
2,166555
2,167371
2,167370
2,167398
2,167519
2,167751
2,167874
2,167873
2,168734
2,169203
2,169206
2,169205
2,169204
2,169435
2,169696
2,170442
2,170640
2,171072
2,171109
2,171497
2,171496
2,173171
2,173209
2,173456
2,173884
2,174584
2,174585
2,174757
2,174781
2,174780
2,174783
2,174897
2,174896
2,175070
2,175660
2,175785
2,176719
2,176925
2,177490
2,177489
2,177547
2,177947
2,178070
2,178071
2,178133
2,178132
2,178131
2,178348
2,178349
2,178475
2,178585
2,179438
2,179439
2,180207
2,180483
2,182461
2,182878
2,183789
2,183790
2,183913
2,184126
2,184125
2,184653
2,184652
2,185275
2,185754
2,185752
2,185756
2,185755
2,185765
2,185886
2,185887
2,187680
2,188385
2,188387
2,189694
2,189695
2,190843
2,190842
2,191066
2,191076
2,191074
2,191088
2,191231
2,192435
2,192645
2,192646
2,192673
2,194794
2,194795
2,195386
2,195385
2,195438
2,195559
2,196423
2,196522
2,196521
2,196576
2,196577
2,196636
2,196637
2,196989
2,197083
2,197085
2,197084
2,197135
2,197140
2,197802
2,197803
2,204407
2,200590
2,200591
2,202397
2,202608
2,202609
2,202691
2,202692
2,202830
2,202831
2,203154
2,203448
2,203449
2,203447
2,203450
2,204174
2,204302
2,204358
2,204406
2,204600
2,205456
2,205457
2,205845
2,205844
2,206436
2,206435
2,207268
2,207267
2,207759
2,207760
2,207844
2,207845
2,208366
2,208854
2,209639
2,209837
2,209836
2,210480
2,210507
2,210744
2,210824
2,210974
2,210975
2,211097
2,211197
2,211199
2,211198
2,211544
2,211545
2,211660
2,212020
2,212019
2,212066
2,212273
2,212481
2,212508
2,212507
2,212698
2,212697
2,212881
2,212880
2,212925
2,212924
2,213580
2,214122
2,214446
2,214561
2,214713
2,214712
2,214916
2,215267
2,215277
2,215278
2,215693
2,216055
2,216056
2,216453
2,216840
2,216841
2,216849
2,216921
2,216922
2,216923
2,217552
2,217555
2,217968
2,217969
2,218740
2,218743
2,218749
2,219442
2,219553
2,219632
2,219718
2,220711
2,221179
2,221544
2,221543
2,221847
2,222134
2,222133
2,222139
2,222341
2,222432
2,222433
2,222431
2,222467
2,222466
2,222896
2,222897
2,222898
2,222941
2,223231
2,223671
2,223782
2,223783
2,224109
2,224111
2,224110
2,224113
2,224112
2,224412
2,224413
2,224411
2,224414
2,224850
2,224866
2,224923
2,225066
2,225148
2,225144
2,225374
2,39471
2,36247
2,35622
2,36447
2,34659
2,38404
2,21027
2,36238
2,37623
2,37327
2,39349
2,21483
2,38346
2,24024
2,23125
2,36523
2,39703
2,39569
2,38246
2,36922
2,201853
2,36200
2,36300
2,39473
2,35540
2,20968
2,21032
2,36190
2,21438
2,21739
2,39701
2,25001
2,37290
2,37853
2,2796
2,38388
2,37183
2,39598
2,36924
2,21389
2,36540
2,36875
2,35441
2,20626
2,25411
2,39612
2,36640
2,29298
2,35585
2,224858
2,24830
2,38332
2,38386
2,25256
2,36664
2,37149
2,36483
2,38536
2,38321
2,39365
2,36675
2,39398
2,37479
2,23851
2,36295
2,24825
2,36709
2,197377
2,37478
2,37342
2,162757
2,36949
2,22929
2,22988
2,38397
2,36847
2,20771
2,39607
2,28960
2,35623
2,38336
2,21095
2,36237
2,37155
2,39542
2,216848
2,36556
2,26018
2,20437
2,192856
2,20786
2,36609
2,21554
2,37569
2,36878
2,21382
2,24274
2,37231
2,36608
2,37206
2,36439
2,37783
2,36378
2,36733
2,36620
2,39632
2,39539
2,24891
2,36637
2,24895
2,36658
2,37851
2,36234
2,34652
2,37205
2,25000
2,36619
2,37329
2,20958
2,38317
2,38259
2,38395
2,202396
2,37156
2,37152
2,37403
2,35781
2,37628
2,25259
2,39591
2,37235
2,36659
2,24996
2,27062
2,39276
2,36920
2,36250
2,36950
2,39362
2,36876
2,36307
2,39478
2,38537
2,38250
2,38466
2,35437
2,20780
2,38462
2,20904
2,39487
2,156758
2,37649
2,38392
2,35523
2,158499
2,36635
2,39597
2,25407
2,27030
2,34633
2,35612
2,36521
2,35784
2,35611
2,36641
2,38253
2,37400
2,39590
2,36705
2,36882
2,36723
2,36570
2,37247
2,39570
2,20629
2,24022
2,178097
2,39474
2,39593
2,37332
2,35535
2,36610
2,21383
2,22983
2,36851
2,39477
2,22991
2,38390
2,35531
2,29106
2,35783
2,39466
2,20906
2,39710
2,23035
2,36236
2,37273
2,36795
2,21446
2,36621
2,24481
2,36528
2,216845
2,35527
2,21259
2,36719
2,36442
2,36563
2,36612
2,24894
2,39464
2,21447
2,37402
2,25405
2,36201
2,39644
2,21388
2,188877
2,37324
2,39463
2,38387
2,39585
2,23037
2,36486
2,37484
2,39449
2,156947
2,37346
2,24268
2,22077
2,22012
2,162590
2,25148
2,27034
2,36713
2,25406
2,20964
2,34638
2,39535
2,36631
2,39067
2,24828
2,37262
2,36670
2,36915
2,37207
2,24269
2,19520
2,36919
2,39635
2,39637
2,39638
2,34635
2,39577
2,21551
2,169284
2,35598
2,36506
2,39534
2,39360
2,35604
2,35780
2,22014
2,39354
2,219719
2,21444
2,22928
2,159176
2,183914
2,24088
2,37705
2,36197
2,36471
2,36444
2,38178
2,24085
2,35538
2,36846
2,35439
2,35436
2,36501
2,36611
2,36947
2,36633
2,37847
2,39559
2,22015
2,185766
2,39529
2,27730
2,36531
2,36673
2,39648
2,20628
2,36519
2,24273
2,39277
2,39557
2,36793
2,39480
2,27741
2,34715
2,36542
2,24899
2,24026
2,39553
2,21481
2,36796
2,37254
2,36120
2,38457
2,21448
2,22989
2,38169
2,36124
2,20446
2,37348
2,35524
2,20965
2,36652
2,37653
2,37154
2,36687
2,37153
2,36375
2,38330
2,190844
2,38261
2,36622
2,27725
2,23126
2,39579
2,22063
2,182013
2,37215
2,39615
2,178098
2,35713
2,39711
2,25261
2,34567
2,36930
2,38465
2,29953
2,36628
2,23130
2,36913
2,36126
2,162526
2,37315
2,24998
2,27736
2,36243
2,24082
2,39621
2,36246
2,36646
2,36692
2,27656
2,38257
2,29103
2,21379
2,37648
2,34574
2,36848
2,39562
2,217168
2,19565
2,36918
2,37208
2,36642
2,36516
2,37212
2,158786
2,23034
2,39482
2,39552
2,178100
2,20791
2,36539
2,36869
2,35615
2,38260
2,37481
2,19521
2,37253
2,35593
2,36689
2,188388
2,36738
2,39564
2,20790
2,35445
2,27052
2,36204
2,36233
2,28951
2,36231
2,36668
2,38177
2,29233
2,23132
2,37145
2,36569
2,36800
2,38461
2,37570
2,39399
2,21436
2,21746
2,28953
2,39215
2,36613
2,35534
2,36529
2,27652
2,39217
2,35787
2,37652
2,178099
2,39521
2,36873
2,39461
2,205458
2,148279
2,34637
2,35620
2,39209
2,37224
2,39699
2,39509
2,217553
2,36566
2,36725
2,37777
2,21548
2,36505
2,36630
2,36926
2,37365
2,39599
2,25255
2,25521
2,39566
2,36627
2,36649
2,21031
2,167752
2,20778
2,34650
2,37260
2,39561
2,24272
2,39647
2,151297
2,36482
2,2794
2,27059
2,37786
2,37354
2,20779
2,34571
2,37237
2,29104
2,182460
2,20774
2,36616
2,21442
2,36304
2,178352
2,35586
2,38171
2,21829
2,36645
2,36877
2,37161
2,39448
2,39281
2,21549
2,35536
2,36792
2,20787
2,37792
2,39568
2,39572
2,39538
2,38254
2,20773
2,23129
2,35442
2,37771
2,37651
2,36724
2,36574
2,38249
2,37323
2,27063
2,39518
2,36452
2,36374
2,39397
2,36194
2,36532
2,34642
2,34648
2,38323
2,35587
2,36258
2,36639
2,37363
2,39594
2,194647
2,21740
2,39284
2,25004
2,34636
2,39350
2,25412
2,39601
2,35600
2,36524
2,37263
2,36193
2,36927
2,37255
2,38165
2,36935
2,35434
2,25403
2,23060
2,36696
2,37480
2,39707
2,36805
2,36730
2,38179
2,20772
2,21390
2,22985
2,34649
2,167753
2,37147
2,36255
2,36925
2,39065
2,34639
2,36242
2,35710
2,36871
2,36643
2,38318
2,36241
2,39285
2,39465
2,28963
2,39069
2,25214
2,39532
2,27036
2,29096
2,36445
2,37257
2,38258
2,25401
2,37343
2,36527
2,24889
2,34641
2,34643
2,25005
2,35707
2,21743
2,22924
2,36916
2,36921
2,23039
2,39458
2,23201
2,36128
2,36473
2,24901
2,38406
2,35607
2,37852
2,39697
2,39706
2,24942
2,34713
2,21553
2,35614
2,35592
2,38262
2,37353
2,23124
2,36449
2,21749
2,22011
2,35779
2,39459
2,36262
2,37789
2,36553
2,180484
2,28186
2,34658
2,39282
2,36735
2,39537
2,37266
2,37364
2,27658
2,34721
2,36636
2,38394
2,20439
2,37217
2,39472
2,191065
2,36870
2,148691
2,36951
2,38325
2,36517
2,160622
2,38170
2,28954
2,20440
2,37849
2,38173
2,36512
2,36577
2,28199
2,37289
2,25216
2,39469
2,36297
2,37291
2,39508
2,38245
2,39366
2,39642
2,191064
2,37330
2,37151
2,161306
2,36373
2,37321
2,39485
2,35530
2,39286
2,37769
2,36734
2,38398
2,36605
2,28949
2,24025
2,203690
2,39212
2,37782
2,37848
2,23200
2,34562
2,37270
2,21380
2,36720
2,34651
2,36707
2,36376
2,36711
2,39619
2,37268
2,39556
2,37401
2,36522
2,38328
2,39411
2,20902
2,24471
2,36661
2,36536
2,37186
2,22984
2,39450
2,27564
2,39530
2,36695
2,36599
2,37647
2,36260
2,39560
2,36500
2,36249
2,39545
2,38467
2,21091
2,20625
2,36662
2,20445
2,36578
2,39513
2,37189
2,38389
2,36538
2,39620
2,216847
2,38338
2,37256
2,39602
2,36732
2,36791
2,39510
2,21830
2,38263
2,157677
2,21552
2,37318
2,37319
2,38402
2,25409
2,21029
2,216844
2,29099
2,39356
2,39511
2,27726
2,35775
2,36737
2,36294
2,25147
2,35440
2,37190
2,38248
2,216851
2,36269
2,36535
2,24018
2,34646
2,34657
2,27739
2,27482
2,29092
2,37325
2,23036
2,36703
2,37159
2,39575
2,38463
2,23062
2,34561
2,37143
2,37251
2,39629
2,38396
2,37482
2,36700
2,39636
2,27733
2,36655
2,29235
2,36510
2,24829
2,39540
2,39363
2,21384
2,27481
2,36626
2,37243
2,37275
2,27650
2,36651
2,38345
2,39696
2,36706
2,38167
2,35588
2,37703
2,163305
2,27651
2,21555
2,38342
2,39516
2,35594
2,38455
2,27049
2,38337
2,37320
2,35603
2,39578
2,36525
2,36617
2,24898
2,36647
2,36660
2,29107
2,37382
2,215355
2,24826
2,27821
2,36666
2,36259
2,27648
2,27727
2,35610
2,36798
2,36944
2,38456
2,66
2,37367
2,39618
2,36606
2,21257
2,149552
2,37250
2,24892
2,37239
2,21028
2,36565
2,22927
2,27735
2,39613
2,210508
2,36308
2,39280
2,21606
2,37624
2,36544
2,36607
2,19568
2,27655
2,36850
2,37233
2,24827
2,37214
2,37610
2,39531
2,34645
2,37264
2,27475
2,39546
2,37347
2,25258
2,36663
2,38393
2,38460
2,203688
2,39622
2,39361
2,34655
2,36653
2,20444
2,25151
2,35608
2,36946
2,188386
2,25344
2,22067
2,37312
2,35590
2,160303
2,39698
2,36543
2,37144
2,19522
2,20788
2,162758
2,37314
2,39625
2,34640
2,21391
2,27054
2,36533
2,26022
2,36487
2,35446
2,39447
2,36914
2,37331
2,39479
2,24297
2,21033
2,23203
2,38244
2,20963
2,24079
2,25345
2,168224
2,29097
2,36929
2,21381
2,37361
2,20783
2,38166
2,28957
2,39623
2,168223
2,36205
2,37620
2,39446
2,35591
2,36165
2,37157
2,38538
2,24943
2,34724
2,37309
2,38314
2,39512
2,36192
2,39074
2,39287
2,194648
2,37271
2,37344
2,21030
2,161184
2,21094
2,36881
2,37244
2,25222
2,37773
2,36872
2,38459
2,36802
2,38316
2,39608
2,23131
2,34563
2,37286
2,174782
2,36945
2,39457
2,39070
2,39467
2,39595
2,39550
2,39639
2,36656
2,37490
2,37317
2,39589
2,27480
2,19566
2,36650
2,35525
2,36657
2,38256
2,35782
2,36790
2,36948
2,36450
2,36840
2,37630
2,192855
2,39216
2,35532
2,37240
2,36511
2,27058
2,35601
2,36298
2,35595
2,39389
2,26019
2,34647
2,37351
2,221180
2,36195
2,37612
2,35790
2,39481
2,39715
2,39211
2,36576
2,37399
2,35786
2,37234
2,34723
2,22078
2,164352
2,35433
2,36567
2,5419
2,20443
2,39640
2,20438
2,38344
2,39609
2,36879
2,171587
2,28952
2,28196
2,6799
2,36728
2,37150
2,28194
2,39634
2,35444
2,163948
2,36676
2,34566
2,37493
2,39536
2,37785
2,21550
2,27657
2,39603
2,28956
2,38454
2,39368
2,36721
2,21327
2,38399
2,39462
2,36306
2,39279
2,161309
2,37191
2,36485
2,35706
2,36534
2,35597
2,36498
2,39547
2,36665
2,37229
2,38326
2,25257
2,24021
2,37213
2,38334
2,35596
2,149174
2,22065
2,160620
2,36573
2,39716
2,35778
2,165099
2,39643
2,25410
2,36507
2,36716
2,37258
2,317
2,36252
2,39641
2,34656
2,36722
2,37405
2,25002
2,37377
2,28195
2,35714
2,36446
2,39563
2,39717
2,212640
2,21748
2,212065
2,36923
2,38174
2,39071
2,34573
2,27732
2,36509
2,39214
2,21439
2,37486
2,23202
2,36377
2,22013
2,36299
2,20784
2,36379
2,36388
2,35785
2,37228
2,24896
2,36880
2,36804
2,36688
2,37701
2,35599
2,38405
2,36372
2,36917
2,37219
2,39357
2,22990
2,24271
2,36235
2,37784
2,149173
2,25220
2,27483
2,24473
2,36248
2,24944
2,36623
2,38335
2,38252
2,29293
2,177102
2,36866
2,27477
2,36718
2,37185
2,37307
2,27742
2,39352
2,36712
2,39364
2,37203
2,36699
2,35369
2,36504
2,37308
2,20441
2,25260
2,35789
2,37241
2,25254
2,29234
2,39713
2,172478
2,39554
2,36773
2,37209
2,22925
2,37611
2,36674
2,23065
2,22986
2,38343
2,21744
2,36554
2,36943
2,24997
2,29100
2,36868
2,201852
2,19567
2,21258
2,25003
2,27553
2,36257
2,20903
