group,gid
0,135861
0,136921
0,146985
0,145810
0,137267
0,137404
0,137236
0,1219
0,136952
0,146004
0,136419
0,135281
0,145611
0,146661
0,136251
0,137097
0,136215
0,136236
0,136760
0,134866
0,135698
0,136924
0,135863
0,135596
0,135807
0,136765
0,146697
0,136576
0,137116
0,145626
0,135684
0,137069
0,146176
0,136786
0,134949
0,136610
0,135436
0,147289
0,145801
0,136401
0,137537
0,147949
0,137109
0,146345
0,136004
0,137528
0,136776
0,135782
0,136275
0,146519
0,146171
0,136426
0,135312
0,135783
0,136026
0,135320
0,136796
0,147106
0,136085
0,137241
0,136011
0,147472
0,145597
0,136231
0,147148
0,135988
0,146532
0,147470
0,136119
0,147150
0,135817
0,137362
0,136007
0,146818
0,147951
0,146828
0,136600
0,135636
0,136579
0,136304
0,136388
0,136484
0,147305
0,136118
0,136475
0,147109
0,135646
0,148121
0,137533
0,135508
0,136883
0,137263
0,145967
0,136645
0,135022
0,135177
0,136620
0,137375
0,136386
0,135316
0,137223
0,135167
0,135633
0,146699
0,136863
0,136940
0,136734
0,135701
0,145972
0,136866
0,145638
0,145802
0,146162
0,136789
0,147297
0,147119
0,135314
0,135803
0,135093
0,135837
0,136613
0,146668
0,145993
0,135473
0,147601
0,148116
0,135174
0,137269
0,145823
0,137092
0,145987
0,146161
0,145625
0,135868
0,135801
0,135278
0,146543
0,147488
0,147315
0,137397
0,136096
0,145971
0,135012
0,136467
0,136729
0,147464
0,136006
0,136384
0,136016
0,146821
0,135002
0,135301
0,135329
0,145609
0,1220
0,136300
0,146525
0,146167
0,146984
0,135877
0,147474
0,136474
0,136240
0,147955
0,136622
0,137258
0,147460
0,136053
0,145631
0,136234
0,137255
0,147308
0,135690
0,136418
0,146976
0,135676
0,135241
0,136093
0,136255
0,136628
0,137526
0,136444
0,135466
0,146355
0,136736
0,147128
0,136385
0,147121
0,135498
0,136232
0,136774
0,146173
0,136074
0,148102
0,135999
0,136140
0,135288
0,191052
0,137525
0,135808
0,136054
0,136272
0,146354
0,147954
0,146177
0,135673
0,135037
0,135515
0,135667
0,136411
0,146831
0,137086
0,136381
0,137042
0,136099
0,145978
0,137531
0,134860
0,135291
0,2243
0,136864
0,135455
0,137268
0,135327
0,136759
0,147125
0,135492
0,136434
0,146695
0,136280
0,136308
0,135702
0,137099
0,137382
0,147149
0,135456
0,145643
0,145791
0,147104
0,146094
0,146822
0,136303
0,137051
0,137394
0,147287
0,135308
0,146091
0,157339
0,145992
0,136075
0,5857
0,146165
0,135974
0,136399
0,136627
0,147152
0,136882
0,136036
0,135010
0,135511
0,136777
0,136907
0,136033
0,136037
0,136756
0,135879
0,135476
0,135101
0,136425
0,135313
0,146826
0,135679
0,136042
0,146351
0,146975
0,136464
0,136792
0,134951
0,147299
0,146156
0,136387
0,136621
0,134952
0,136139
0,136596
0,135639
0,148076
0,135982
0,135704
0,147143
0,136261
0,137221
0,148075
0,146970
0,135287
0,136001
0,135984
0,136270
0,135162
0,137393
0,136086
0,135691
0,135845
0,136802
0,135309
0,136861
0,137391
0,147950
0,147934
0,134936
0,145794
0,137043
0,147296
0,137462
0,136593
0,157626
0,146875
0,136065
0,136862
0,137231
0,135784
0,136048
0,136800
0,146515
0,136903
0,136218
0,137230
0,137113
0,135290
0,135880
0,136606
0,213045
0,136582
0,146007
0,135987
0,136091
0,137215
0,136228
0,136299
0,146518
0,147467
0,148093
0,136754
0,147116
0,135885
0,146571
0,136394
0,137033
0,136459
0,137066
0,145808
0,135780
0,136297
0,146158
0,136428
0,145635
0,136566
0,137089
0,145598
0,146981
0,136589
0,135796
0,146163
0,136246
0,147459
0,145996
0,146174
0,146187
0,137529
0,136027
0,136856
0,137405
0,136435
0,137383
0,136252
0,137090
0,135685
0,145788
0,136022
0,136950
0,135014
0,136002
0,135032
0,136737
0,147493
0,136302
0,137226
0,147953
0,146662
0,136570
0,135472
0,135851
0,145606
0,146535
0,149366
0,136752
0,136322
0,137387
0,136038
0,135618
0,136081
0,136408
0,147294
0,147491
0,146871
0,146541
0,135289
0,135983
0,136222
0,134870
0,147113
0,146182
0,146824
0,135680
0,135656
0,135692
0,159553
0,136397
0,136755
0,136102
0,147127
0,145639
0,147307
0,146529
0,146195
0,146360
0,136076
0,136017
0,136407
0,134875
0,136412
0,136773
0,136790
0,137271
0,136640
0,137060
0,145983
0,147145
0,146157
0,146961
0,136315
0,137028
0,137523
0,135785
0,137371
0,145984
0,136274
0,136879
0,134935
0,145813
0,147122
0,136439
0,136220
0,135632
0,147111
0,135795
0,135875
0,146973
0,146086
0,135616
0,136326
0,145633
0,145976
0,134948
0,135696
0,136278
0,218986
0,134862
0,146164
0,136288
0,137063
0,148112
0,135030
0,136314
0,136880
0,137070
0,136757
0,145620
0,135585
0,146966
0,135849
0,135678
0,137040
0,159555
0,136479
0,136034
0,147155
0,136741
0,146168
0,136472
0,136229
0,146172
0,136084
0,147461
0,134855
0,136312
0,136393
0,146659
0,135459
0,136855
0,136580
0,135321
0,136445
0,134861
0,135991
0,136916
0,137058
0,136583
0,136753
0,136317
0,147292
0,135318
0,135859
0,136059
0,136896
0,136942
0,137024
0,136927
0,137036
0,145805
0,137517
0,135638
0,136082
0,136239
0,135613
0,136100
0,137027
0,136591
0,136112
0,135495
0,136269
0,137541
0,135011
0,135491
0,137048
0,145830
0,134937
0,136953
0,134944
0,135159
0,146526
0,136268
0,136457
0,146342
0,136625
0,145628
0,135523
0,146540
0,145800
0,147937
0,135850
0,147291
0,148120
0,137365
0,136423
0,137380
0,135674
0,135810
0,146511
0,135461
0,136123
0,137216
0,136575
0,146803
0,136257
0,136609
0,136915
0,145999
0,148095
0,136379
0,146820
0,136214
0,146655
0,137053
0,136795
0,135677
0,148115
0,134946
0,146660
0,137055
0,2608
0,135798
0,135506
0,136649
0,147952
0,136449
0,136427
0,136466
0,136468
0,136216
0,136489
0,135003
0,146653
0,135809
0,136088
0,146825
0,136089
0,135994
0,136005
0,137206
0,136634
0,136635
0,136636
0,136637
0,136870
0,136871
0,136872
0,136873
0,136874
0,136875
0,136876
0,136877
0,136919
0,136920
0,137030
0,137031
0,137032
0,137034
0,137035
0,137207
0,137208
0,137209
0,137210
0,137211
0,137212
0,137213
0,137214
0,137245
0,134941
0,135985
0,135338
0,135993
0,135996
0,135997
0,136137
0,135463
0,135694
0,135844
0,135872
0,136064
0,135975
0,136241
0,136471
0,136477
0,136476
0,136485
0,136490
0,136488
0,136487
0,136486
0,136652
0,136750
0,136948
0,137098
0,137112
0,137372
0,137399
0,137535
0,146805
0,146808
0,146809
0,146810
0,146962
0,146963
0,146980
0,147096
0,147097
0,147453
0,147455
0,147456
0,145634
0,145792
0,145793
0,145824
0,145828
0,145826
0,145961
0,145960
0,145963
0,145954
0,145955
0,145956
0,145957
0,145958
0,145959
0,145969
0,146202
0,146198
0,146197
0,146200
0,146278
0,146279
0,146324
0,146325
0,146326
0,146327
0,146328
0,146329
0,146330
0,146331
0,146332
0,146333
0,146334
0,146335
0,146336
0,146337
0,146323
0,146357
0,146363
0,146365
0,146364
0,146366
0,146367
0,146534
0,146537
0,146542
0,146533
0,146572
0,146573
0,146648
0,146651
0,146649
0,146650
0,146669
0,146666
0,146667
0,146700
0,146804
0,147105
0,146834
0,146833
0,146861
0,146983
0,146982
0,147100
0,147098
0,147099
0,147101
0,147285
0,147286
0,147454
0,147600
0,147599
0,147939
0,147938
0,147944
0,147945
0,147946
0,147947
0,147959
0,148122
0,148097
0,148098
0,148106
0,148425
0,148490
0,148879
0,148880
0,149367
0,149657
0,149681
0,149712
0,149711
0,150866
0,150867
0,150864
0,151291
0,151309
0,151570
0,151569
0,151575
0,151804
0,155963
0,155970
0,156234
0,156254
0,163080
0,157338
0,157624
0,157625
0,157627
0,157633
0,157899
0,157898
0,159552
0,159822
0,160321
0,160619
0,160880
0,160879
0,161125
0,161126
0,161347
0,161346
0,162894
0,163322
0,187829
0,191051
0,211750
0,212635
0,213044
0,218227
0,135007
0,136452
0,146977
0,136327
0,136869
0,136448
0,134873
0,146878
0,136858
0,146346
0,137077
0,136725
0,136290
0,135864
0,136223
0,136480
0,136891
0,136900
0,136647
0,135860
0,137561
0,145812
0,137389
0,146353
0,145982
0,137378
0,135493
0,136209
0,137073
0,135802
0,136446
0,137240
0,137057
0,136784
0,136598
0,146084
0,136853
0,136392
0,136114
0,136227
0,136932
0,137376
0,135033
0,136045
0,135170
0,135013
0,136319
0,145910
0,135479
0,157075
0,136747
0,135284
0,136573
0,146530
0,137251
0,146185
0,147133
0,136886
0,135619
0,147492
0,136888
0,135641
0,136052
0,136306
0,147117
0,136309
0,146361
0,135789
0,136117
0,146339
0,147314
0,137056
0,135643
0,136295
0,136749
0,136307
0,136906
0,145604
0,136266
0,137222
0,146095
0,135000
0,136854
0,136432
0,145809
0,146188
0,136301
0,136305
0,136041
0,136107
0,146514
0,145908
0,146522
0,134881
0,135097
0,137039
0,137078
0,147306
0,136080
0,137521
0,145603
0,135688
0,135464
0,148119
0,137049
0,137549
0,135631
0,157073
0,135475
0,135648
0,137118
0,136608
0,146813
0,135496
0,136443
0,135986
0,135884
0,137062
0,135100
0,157057
0,146180
0,135435
0,135790
0,147318
0,135337
0,136865
0,136612
0,134942
0,135165
0,135811
0,136403
0,137059
0,147102
0,147144
0,135881
0,135843
0,137110
0,147153
0,136624
0,135035
0,136767
0,135629
0,136402
0,136626
0,136910
0,137552
0,157897
0,137247
0,145632
0,146693
0,136642
0,134868
0,137250
0,135008
0,146194
0,136380
0,145621
0,135460
0,135509
0,136115
0,136779
0,136294
0,136481
0,146823
0,145595
0,135647
0,136473
0,136780
0,137108
0,146874
0,136581
0,145803
0,147126
0,136323
0,146960
0,135457
0,136938
0,137260
0,145798
0,136047
0,135642
0,136071
0,134943
0,136256
0,145909
0,146696
0,135625
0,135319
0,136321
0,146969
0,148117
0,145607
0,136586
0,137095
0,146654
0,147146
0,135622
0,136285
0,137065
0,135891
0,136895
0,137046
0,137377
0,134938
0,135655
0,136051
0,137265
0,146349
0,136109
0,147317
0,134863
0,136121
0,136283
0,137538
0,136638
0,145988
0,135458
0,136213
0,136230
0,135336
0,147156
0,136395
0,136382
0,146088
0,136113
0,146343
0,137235
0,134877
0,137232
0,136404
0,136098
0,136015
0,134950
0,136120
0,135299
0,147489
0,135172
0,149224
0,134865
0,136483
0,136287
0,136019
0,136893
0,137368
0,137396
0,146338
0,136631
0,136039
0,145964
0,136101
0,146358
0,146170
0,148096
0,136221
0,150606
2,4
2,42
2,77
2,73
2,88
2,359
2,541
2,547
2,590
2,729
2,763
2,762
2,808
2,818
2,844
2,852
2,1427
2,1452
2,1504
2,1526
2,1956
2,1969
2,2102
2,2385
2,2386
2,2387
2,2515
2,2574
2,2573
2,2646
2,2653
2,2779
2,2830
2,2955
2,3189
2,3195
2,3196
2,3232
2,3518
2,3514
2,3515
2,3648
2,3701
2,3967
2,4233
2,4318
2,4419
2,4489
2,4683
2,4814
2,4823
2,4844
2,5116
2,5117
2,5607
2,5699
2,5737
2,5738
2,5757
2,5948
2,5959
2,6039
2,6655
2,6654
2,18401
2,43890
2,43892
2,43889
2,44112
2,44114
2,44115
2,44120
2,44196
2,44198
2,44197
2,44275
2,44276
2,44281
2,44278
2,44279
2,45859
2,45871
2,45873
2,45872
2,45870
2,45986
2,45987
2,45985
2,46002
2,46000
2,45998
2,46001
2,45988
2,45999
2,46003
2,46006
2,46012
2,46013
2,46076
2,46084
2,46081
2,46077
2,46080
2,46130
2,46131
2,46132
2,46662
2,46661
2,46660
2,46659
2,46721
2,46720
2,46790
2,46793
2,46795
2,46791
2,46792
2,46794
2,46797
2,46796
2,46798
2,46845
2,46856
2,46848
2,46871
2,46861
2,46874
2,46974
2,46973
2,46980
2,46992
2,46991
2,47002
2,47003
2,47004
2,47141
2,47136
2,47134
2,47573
2,47506
2,47503
2,47504
2,47505
2,47548
2,47572
2,47570
2,47569
2,47571
2,47588
2,47575
2,47576
2,47578
2,47574
2,47577
2,47589
2,47657
2,47654
2,47700
2,47716
2,47714
2,47718
2,47715
2,47797
2,47796
2,47799
2,47800
2,47802
2,47846
2,47843
2,47847
2,47845
2,47840
2,47858
2,47976
2,47978
2,47979
2,47977
2,47980
2,47982
2,48616
2,48617
2,48618
2,48615
2,48697
2,48833
2,48832
2,48831
2,48902
2,48901
2,49101
2,49100
2,49102
2,49645
2,49649
2,49651
2,49650
2,49646
2,49648
2,49647
2,49730
2,49728
2,49731
2,49729
2,50493
2,50568
2,50569
2,50570
2,50567
2,50707
2,50705
2,50712
2,50710
2,50733
2,50734
2,50735
2,50826
2,50825
2,50860
2,50874
2,50873
2,50871
2,50875
2,50872
2,50877
2,50879
2,50883
2,50881
2,50878
2,51574
2,51522
2,51523
2,51524
2,51573
2,51569
2,51570
2,51572
2,51988
2,51992
2,51990
2,51989
2,51991
2,52900
2,52916
2,52898
2,52914
2,52913
2,52915
2,52917
2,53039
2,53043
2,53041
2,53042
2,53040
2,53044
2,53081
2,53082
2,53093
2,61979
2,61978
2,61977
2,61976
2,61987
2,61988
2,61997
2,61996
2,61986
2,62049
2,62048
2,62359
2,62360
2,62366
2,62364
2,62397
2,62396
2,62440
2,62439
2,62433
2,62460
2,62458
2,62459
2,62941
2,62950
2,62955
2,62986
2,62978
2,62983
2,62985
2,62981
2,62980
2,62982
2,63036
2,63037
2,63038
2,63194
2,63185
2,63197
2,63198
2,63195
2,63196
2,63199
2,63409
2,63408
2,63410
2,63707
2,63860
2,63863
2,63862
2,63861
2,63925
2,63924
2,63939
2,63940
2,63982
2,63981
2,64125
2,64126
2,64149
2,64865
2,64860
2,64862
2,64863
2,64861
2,64864
2,64866
2,65383
2,65384
2,65387
2,65386
2,65385
2,65622
2,65624
2,65625
2,65621
2,65623
2,65792
2,65795
2,65862
2,65865
2,65866
2,65864
2,65863
2,66662
2,66661
2,66759
2,66760
2,67263
2,67257
2,67262
2,67260
2,67329
2,67325
2,67328
2,67327
2,67326
2,67330
2,67405
2,67404
2,67472
2,67467
2,67469
2,67470
2,67471
2,67468
2,67536
2,67538
2,67537
2,67539
2,67570
2,67603
2,67606
2,67608
2,67648
2,67650
2,67649
2,67651
2,67816
2,67814
2,67815
2,68176
2,68404
2,68406
2,68472
2,68473
2,69316
2,69318
2,69317
2,69333
2,69359
2,69357
2,69463
2,69466
2,69464
2,69462
2,69465
2,69471
2,69519
2,69561
2,69559
2,69560
2,69671
2,69670
2,69673
2,69672
2,69714
2,69713
2,69715
2,69712
2,69711
2,69770
2,69771
2,69773
2,69892
2,69891
2,70034
2,70035
2,71323
2,71324
2,149002
2,155989
2,160486
2,160487
2,161913
2,162411
2,163455
2,163454
2,165090
2,165091
2,165789
2,166781
2,169325
2,169309
2,169714
2,169763
2,170068
2,170116
2,170140
2,171412
2,172667
2,172666
2,175072
2,175277
2,175919
2,175920
2,175999
2,175998
2,176000
2,176001
2,176793
2,177553
2,177552
2,177907
2,178425
2,178424
2,178532
2,179502
2,179584
2,179583
2,180448
2,180447
2,181086
2,181087
2,181624
2,182439
2,184179
2,184589
2,184590
2,184928
2,184929
2,185945
2,185944
2,185946
2,187450
2,187608
2,187607
2,190319
2,190320
2,190741
2,190914
2,190976
2,190977
2,193049
2,194502
2,198407
2,194926
2,194927
2,196167
2,196168
2,197552
2,198033
2,198235
2,198269
2,198270
2,198404
2,198875
2,198873
2,200234
2,200388
2,200389
2,203136
2,203426
2,203427
2,203981
2,203982
2,204870
2,205137
2,205140
2,205620
2,205872
2,205873
2,206736
2,207939
2,208978
2,208975
2,208977
2,209523
2,209521
2,210570
2,210905
2,210904
2,211122
2,211121
2,211542
2,211541
2,212765
2,212766
2,212864
2,213896
2,214807
2,215127
2,215518
2,215517
2,215519
2,215796
2,215795
2,216039
2,216441
2,216455
2,216454
2,218100
2,218101
2,218485
2,218242
2,218341
2,218459
2,218501
2,218499
2,218510
2,218742
2,218744
2,218745
2,219094
2,219183
2,219279
2,219283
2,219986
2,219985
2,219987
2,220125
2,220123
2,220124
2,220194
2,220200
2,220196
2,220193
2,220198
2,220197
2,220231
2,220303
2,220501
2,220504
2,220673
2,220691
2,220700
2,220699
2,220746
2,220737
2,220979
2,220977
2,220985
2,221113
2,221555
2,221553
2,221554
2,222082
2,222156
2,222303
2,222399
2,222400
2,222531
2,222555
2,222780
2,222861
2,222864
2,222868
2,222869
2,222957
2,223035
2,223108
2,223850
2,223849
2,223977
2,223978
2,224072
2,224071
2,224512
2,224703
2,224932
2,225051
2,225139
2,225160
2,225159
2,225169
2,225428
2,179262
2,46030
2,7145
2,50496
2,47730
2,213141
2,220268
2,222537
2,4473
2,212146
2,172674
2,180096
2,213142
2,63324
2,190957
2,222530
2,166658
2,46026
2,50505
2,63771
2,174464
2,178164
2,1600
2,198405
2,178168
2,47543
2,219875
2,170115
2,218259
2,222373
2,223039
2,537
2,63998
2,220570
2,64148
2,47150
2,222534
2,220998
2,178171
2,210506
2,222370
2,194329
2,214642
2,18452
2,222397
2,47542
2,220131
2,50501
2,23439
2,220230
2,181290
2,188784
2,224417
2,174465
2,44194
2,220790
2,47151
2,61999
2,206655
2,46857
2,222398
2,46019
2,220698
2,67772
2,165089
2,44126
2,67392
2,67395
2,63857
2,23438
2,23442
2,178165
2,223276
2,220232
2,44121
2,190956
2,189316
2,214869
2,43891
2,220229
2,44119
2,188783
2,219278
2,46849
2,46872
2,166965
2,212182
2,213098
2,172394
2,162830
2,219876
2,171327
2,63997
2,62003
2,64000
2,68175
2,220690
2,67393
2,69564
2,204871
2,213099
2,219488
2,206654
2,64008
2,63772
2,642
2,192647
2,47734
2,47839
2,47544
2,46860
2,1524
2,47545
2,219931
2,53088
2,218750
2,50499
2,220134
2,1599
2,2521
2,62977
2,47547
2,43893
2,44125
2,218474
2,47005
2,218753
2,44123
2,46032
2,53092
2,46855
2,67399
2,46866
2,69473
2,217966
2,220152
2,220573
2,3201
2,218506
2,175076
2,179501
2,213097
2,198406
2,67773
2,820
2,53085
2,194291
2,47540
2,67391
2,3200
2,64003
2,178170
2,222532
2,62975
2,223034
2,46008
2,47149
2,220694
2,589
2,46031
2,47729
2,63937
2,46010
2,46850
2,178589
2,63191
2,222368
2,44192
2,220153
2,47841
2,69468
2,3192
2,220233
2,2368
2,160092
2,47728
2,67403
2,222127
2,46858
2,225426
2,217974
2,187451
2,535
2,47719
2,46014
2,62002
2,219983
2,46005
2,178174
2,69565
2,189632
2,220575
2,175071
2,63770
2,63858
2,62006
2,164844
2,219280
2,46021
2,68407
2,224928
2,213897
2,166963
2,50500
2,178167
2,220695
2,44122
2,63934
